,DATE,CSUSHPISA,Year,Month,Per_Capita_GDP,working_age_pop,Houses,CPI,UNRATE,Emp_Rate,Cons_Material,FEDFUNDS,Num_Households,Household_income,Subsidy,Population above 65
181,2019-01-01,212.771,2019.0,11.0,62949.0,206203400.0,5.4,257.879,3.6,71.6877,232.8,1.55,128579.0,78250.0,40.185,15.7918008297391
182,2019-01-01,213.938,2019.0,12.0,62641.0,206268500.0,5.5,258.63,3.6,71.69821,232.2,1.55,128579.0,78250.0,40.185,15.7918008297391
183,2020-01-01,215.031,2020.0,1.0,62333.0,205747900.0,5.7,258.906,3.6,71.76446999999999,233.4,1.55,128451.0,76660.0,44.147,16.2234001500798
184,2020-01-01,215.897,2020.0,2.0,60683.0,205649800.0,5.6,259.246,3.5,71.80173,234.6,1.58,128451.0,76660.0,44.147,16.2234001500798
185,2020-01-01,216.457,2020.0,3.0,59033.0,205302700.0,6.4,258.15,4.4,70.50975,236.3,0.65,128451.0,76660.0,44.147,16.2234001500798
186,2020-01-01,216.858,2020.0,4.0,57383.0,206899600.0,6.7,256.126,14.8,60.17112,234.3,0.05,128451.0,76660.0,44.147,16.2234001500798
187,2020-01-01,216.999,2020.0,5.0,58856.333333333336,206848900.0,5.3,255.848,13.2,62.24371,233.3,0.05,128451.0,76660.0,44.147,16.2234001500798
188,2020-01-01,217.577,2020.0,6.0,60329.666666666664,205536000.0,4.0,257.004,11.0,64.7919,234.8,0.08,128451.0,76660.0,44.147,16.2234001500798
189,2020-01-01,219.287,2020.0,7.0,61803.0,205353400.0,3.5,258.408,10.2,65.38378,237.0,0.09,128451.0,76660.0,44.147,16.2234001500798
190,2020-01-01,222.26,2020.0,8.0,62005.666666666664,205688400.0,3.3,259.366,8.4,66.85184,240.9,0.1,128451.0,76660.0,44.147,16.2234001500798
191,2020-01-01,225.723,2020.0,9.0,62208.333333333336,206084100.0,3.5,259.951,7.8,66.92528,246.9,0.09,128451.0,76660.0,44.147,16.2234001500798
192,2020-01-01,229.649,2020.0,10.0,62411.0,205972600.0,3.3,260.249,6.8,67.8985,246.4,0.09,128451.0,76660.0,44.147,16.2234001500798
193,2020-01-01,233.218,2020.0,11.0,62682.0,206186900.0,3.9,260.895,6.7,67.80861999999999,244.3,0.09,128451.0,76660.0,44.147,16.2234001500798
194,2020-01-01,236.542,2020.0,12.0,62953.0,206156100.0,4.1,262.005,6.7,67.95289,248.0,0.09,128451.0,76660.0,44.147,16.2234001500798
195,2021-01-01,239.68,2021.0,1.0,63224.0,205153400.0,4.1,262.518,6.4,68.19659,256.4,0.09,129224.0,76330.0,45.299,16.6788954868121
196,2021-01-01,242.428,2021.0,2.0,63533.666666666664,205157000.0,4.8,263.583,6.2,68.46069,264.6,0.08,129224.0,76330.0,45.299,16.6788954868121
197,2021-01-01,245.541,2021.0,3.0,63843.333333333336,205127400.0,4.3,264.91,6.1,68.58292,276.7,0.07,129224.0,76330.0,45.299,16.6788954868121
198,2021-01-01,249.125,2021.0,4.0,64153.0,205502000.0,4.6,266.752,6.1,68.64573,291.8,0.07,129224.0,76330.0,45.299,16.6788954868121
199,2021-01-01,253.419,2021.0,5.0,64305.666666666664,205648300.0,5.5,268.452,5.8,68.97804000000001,305.9,0.06,129224.0,76330.0,45.299,16.6788954868121
200,2021-01-01,258.246,2021.0,6.0,64458.333333333336,205397300.0,6.0,270.664,5.9,69.11287,315.7,0.08,129224.0,76330.0,45.299,16.6788954868121
201,2021-01-01,262.616,2021.0,7.0,64611.0,205301200.0,6.0,271.994,5.4,69.67599,313.542,0.1,129224.0,76330.0,45.299,16.6788954868121
202,2021-01-01,266.582,2021.0,8.0,64956.666666666664,205297700.0,6.5,272.789,5.1,69.67438,313.083,0.09,129224.0,76330.0,45.299,16.6788954868121
203,2021-01-01,270.166,2021.0,9.0,65302.333333333336,205467700.0,6.2,273.887,4.7,69.94469000000001,317.136,0.08,129224.0,76330.0,45.299,16.6788954868121
204,2021-01-01,273.546,2021.0,10.0,65648.0,205331300.0,6.7,276.434,4.5,70.21243,322.12,0.08,129224.0,76330.0,45.299,16.6788954868121
205,2021-01-01,277.262,2021.0,11.0,65526.666666666664,205362500.0,5.9,278.799,4.1,70.61934000000001,328.94,0.08,129224.0,76330.0,45.299,16.6788954868121
206,2021-01-01,281.486,2021.0,12.0,65405.333333333336,205328300.0,5.6,280.808,3.9,70.83514,335.032,0.08,129224.0,76330.0,45.299,16.6788954868121
207,2022-01-01,286.172,2022.0,1.0,65284.0,207070000.0,5.9,282.39,4.0,70.72739,345.742,0.08,131202.0,74580.0,48.021,17.1281205454528
208,2022-01-01,291.242,2022.0,2.0,65231.666666666664,207000000.0,6.1,284.535,3.8,70.8944,343.583,0.08,131202.0,74580.0,48.021,17.1281205454528
209,2022-01-01,296.512,2022.0,3.0,65179.333333333336,206832800.0,6.9,287.553,3.6,71.21769,345.852,0.2,131202.0,74580.0,48.021,17.1281205454528
210,2022-01-01,300.584,2022.0,4.0,65127.0,206943900.0,8.2,288.764,3.7,71.19485,343.786,0.33,131202.0,74580.0,48.021,17.1281205454528
211,2022-01-01,303.704,2022.0,5.0,65241.0,207138800.0,8.1,291.359,3.6,71.36476,353.015,0.77,131202.0,74580.0,48.021,17.1281205454528
212,2022-01-01,304.468,2022.0,6.0,65355.0,207380600.0,9.9,294.996,3.6,71.23962,349.8,1.21,131202.0,74580.0,48.021,17.1281205454528
213,2022-01-01,303.505,2022.0,7.0,65469.0,207450900.0,10.6,294.977,3.5,71.33625,346.79,1.68,131202.0,74580.0,48.021,17.1281205454528
214,2022-01-01,301.029,2022.0,8.0,65579.0,207438500.0,8.6,295.209,3.6,71.47372,342.753,2.33,131202.0,74580.0,48.021,17.1281205454528
215,2022-01-01,299.006,2022.0,9.0,65689.0,207503400.0,9.9,296.341,3.5,71.4325,336.464,2.56,131202.0,74580.0,48.021,17.1281205454528
216,2022-01-01,298.612,2022.0,10.0,65799.0,207522800.0,9.7,297.863,3.6,71.29188,333.796,3.08,131202.0,74580.0,48.021,17.1281205454528
217,2022-01-01,298.332,2022.0,11.0,65898.0,207587800.0,9.2,298.648,3.6,71.30185,330.369,3.78,131202.0,74580.0,48.021,17.1281205454528
218,2022-01-01,297.628,2022.0,12.0,65997.0,207569600.0,8.6,298.812,3.5,71.63156,326.449,4.1,131202.0,74580.0,48.021,17.1281205454528
